GutenbergID,Expected_Title,Actual_Title,Author,Movement,Status,Similarity,URL,Text_Length
73,The Red Badge of Courage: An Episode of the American Civil War,The Red Badge of Courage: An Episode of the American Civil War,Stephen Crane,Naturalism,Match,100,https://www.gutenberg.org/cache/epub/73/pg73.txt,283445
268,The Octopus: A Story of California,The Octopus,Frank Norris,Naturalism,Match,100,https://www.gutenberg.org/files/268/268-0.txt,1158038
28988,Jennie Gerhardt,Jennie Gerhardt,Theodore Dreiser,Naturalism,Match,100,https://www.gutenberg.org/files/28988/28988-0.txt,756985
1840,The Financier: A Novel,The Financier,Theodore Dreiser,Naturalism,Match,100,https://www.gutenberg.org/files/1840/1840-0.txt,1133535
160,The Awakening and Selected Short Stories,The Awakening and Selected Short Stories,Kate Chopin,Naturalism,Match,100,https://www.gutenberg.org/files/160/160-0.txt,386617
1164,The Iron Heel,The iron heel,Jack London,Naturalism,Match,100,https://www.gutenberg.org/cache/epub/1164/pg1164.txt,530313
67799,The Book of the Courtier,The Book of the Courtier,Count Baldassare Castiglione,Renaissance,Match,100,https://www.gutenberg.org/cache/epub/67799/pg67799.txt,1148189
18781,Hero and Leander,Hero and Leander,Christopher Marlowe,Renaissance,Match,100,https://www.gutenberg.org/files/18781/18781-0.txt,55863
22525,John Lyly,John Lyly,John Dover Wilson,Renaissance,Match,100,https://www.gutenberg.org/files/22525/22525-0.txt,292730
4039,"Volpone; Or, The Fox","Volpone; Or, The Fox",Ben Jonson,Renaissance,Match,100,https://www.gutenberg.org/files/4039/4039.txt,341879
7887,Fortitude,Fortitude,Hugh Walpole,Gothicism,Match,100,https://www.gutenberg.org/files/7887/7887-0.txt,962323
64701,The Romance of the Forest,"The Romance of the Forest, interspersed with some pieces of poetry.",Ann Radcliffe,Gothicism,Mismatch,56,https://www.gutenberg.org/cache/epub/64701/pg64701.txt,813055
74643,"The Italian, Volume 1: or, The Confessional of the Black Penitents","The Italian, Volume 1 (of 3)",Ann Radcliffe,Gothicism,Match,89,https://www.gutenberg.org/cache/epub/74643/pg74643.txt,344545
74640,"The Italian, Volume 2: or, The Confessional of the Black Penitents","The Italian, Volume 2 (of 3)",Ann Radcliffe,Gothicism,Match,89,https://www.gutenberg.org/cache/epub/74640/pg74640.txt,342710
70744,"The Abbess, or Memoirs of the Court of France",The revolt in Arabia,William Henry Ireland,Gothicism,Mismatch,40,https://www.gutenberg.org/files/70744/70744-0.txt,68394
23700,The Decameron of Giovanni Boccaccio,The Decameron of Giovanni Boccaccio,John Payne,Renaissance,Match,100,https://www.gutenberg.org/files/23700/23700-0.txt,1750066
1200,GARGANTUA AND HIS SON PANTAGRUEL,Unknown,François Rabelais,Renaissance,No Title Found,0,https://www.gutenberg.org/files/1200/1200-0.txt,1864326
3600,Essays of Michel de Montaigne — Complete,"The Essays of Montaigne, Complete",Michel de Montaigne,Renaissance,Mismatch,79,https://www.gutenberg.org/files/3600/3600-0.txt,3085817
779,The Tragical History of Doctor Faustus,The Tragical History of Dr. Faustus,Christopher Marlowe,Renaissance,Match,94,https://www.gutenberg.org/files/779/779-0.txt,146922
32528,The Lusiads,The Lusiad,Luís Vaz de Camões,Renaissance,Match,95,https://www.gutenberg.org/files/32528/32528-0.txt,1044461
53685,"Melmoth the Wanderer, Vol. 1",Unknown,Charles Robert Maturin,Gothicism,No Title Found,0,https://www.gutenberg.org/files/53685/53685-0.txt,331223
53688,"Melmoth the Wanderer, Vol. 4",Unknown,Charles Robert Maturin,Gothicism,No Title Found,0,https://www.gutenberg.org/files/53688/53688-0.txt,428918
53687,"Melmoth the Wanderer, Vol. 3",Unknown,Charles Robert Maturin,Gothicism,No Title Found,0,https://www.gutenberg.org/files/53687/53687-0.txt,351131
53686,"Melmoth the Wanderer, Vol. 2",Unknown,Charles Robert Maturin,Gothicism,No Title Found,0,https://www.gutenberg.org/files/53686/53686-0.txt,307821
792,"Wieland; Or, The Transformation: An American Tale",Wieland; or The Transformation,Charles Brockden Brown,Gothicism,Match,100,https://www.gutenberg.org/files/792/792.txt,501339
5182,The Old English Baron,The Old English Baron,Clara Reeve,Gothicism,Match,100,https://www.gutenberg.org/files/5182/5182-0.txt,329996
2664,Zanoni,Zanoni,Edward Bulwer-Lytton,Gothicism,Match,100,https://www.gutenberg.org/files/2664/2664-0.txt,921982
154,The Rise of Silas Lapham,The Rise of Silas Lapham,William D. Howells,Realism,Match,100,https://www.gutenberg.org/files/154/154.txt,734001
3629,The Titan,The Titan,Theodore Dreiser,Naturalism,Match,100,https://www.gutenberg.org/files/3629/3629-0.txt,1153754
13105,"Memoirs of Margaret Fuller Ossoli, Volume I",Unknown,Margaret Fuller,Transcendentalism,No Title Found,0,https://www.gutenberg.org/files/13105/13105-0.txt,580790
13106,"Memoirs of Margaret Fuller Ossoli, Volume II",Unknown,Margaret Fuller,Transcendentalism,No Title Found,0,https://www.gutenberg.org/files/13106/13106-0.txt,594208
42401,Vathek,Vathek,William Beckford,Gothicism,Match,100,https://www.gutenberg.org/files/42401/42401-0.txt,258419
71865,Mrs. Dalloway,Mrs. Dalloway,Virginia Woolf,Modernism,Match,100,https://www.gutenberg.org/cache/epub/71865/pg71865.txt,387397
67138,The Sun Also Rises,The Sun Also Rises,Ernest Hemingway,Modernism,Match,100,https://www.gutenberg.org/cache/epub/67138/pg67138.txt,395480
1941,Letters of Two Brides,Letters of Two Brides,Honore de Balzac,Realism,Match,100,https://www.gutenberg.org/files/1941/1941.txt,488436
2701,"Moby Dick; Or, The Whale",Unknown,Herman Melville,Romanticism,No Title Found,0,https://www.gutenberg.org/files/2701/2701-0.txt,1240967
1661,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,Arthur Conan Doyle,Realism,Match,100,https://www.gutenberg.org/files/1661/1661-0.txt,593731
2610,Notre-Dame De Paris,Notre-Dame de Paris,Victor Hugo,Romanticism,Match,100,https://www.gutenberg.org/files/2610/2610-0.txt,1212682
421,Kidnapped,Kidnapped,Robert Louis Stevenson,Romanticism,Match,100,https://www.gutenberg.org/cache/epub/421/pg421.txt,451215
47935,Fathers and Sons,Unknown,Ivan S. Turgenev,Realism,No Title Found,0,https://www.gutenberg.org/files/47935/47935-0.txt,468021
107,Far from the Madding Crowd,Unknown,Thomas Hardy,Realism,No Title Found,0,https://www.gutenberg.org/files/107/107-0.txt,789838
1023,Bleak House,Unknown,Charles Dickens,Realism,No Title Found,0,https://www.gutenberg.org/files/1023/1023-0.txt,1979394
1237,Father Goriot,Unknown,Honoré de Balzac,Realism,No Title Found,0,https://www.gutenberg.org/files/1237/1237-0.txt,582424
967,The Life and Adventures of Nicholas Nickleby,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,Realism,Match,100,https://www.gutenberg.org/files/967/967-0.txt,1905428
7178,Swan's Way,Swann’s Way,Marcel Proust,Modernism,Match,95,https://www.gutenberg.org/files/7178/7178-0.txt,1121370
3409,Barchester Towers,Barchester Towers,Anthony Trollope,Realism,Match,100,https://www.gutenberg.org/cache/epub/3409/pg3409.txt,1133788
72961,"Buddenbrooks, Volume 1 of 2","Buddenbrooks, volume 1 of 2",Thomas Mann,Realism,Match,100,https://www.gutenberg.org/cache/epub/72961/pg72961.txt,701217
72962,"Buddenbrooks, Volume 2 of 2","Buddenbrooks, volume 2 of 2",Thomas Mann,Realism,Match,100,https://www.gutenberg.org/cache/epub/72962/pg72962.txt,677218
1251,Le Morte D'Arthur: Volume 1,Unknown,Thomas Malory,Renaissance,No Title Found,0,https://www.gutenberg.org/files/1251/1251-0.txt,896405
1252,Le Morte D'Arthur: Volume 2,Unknown,Thomas Malory,Renaissance,No Title Found,0,https://www.gutenberg.org/files/1252/1252-0.txt,1026044
10148,The Merry Adventures of Robin Hood,Unknown,Howard Pyle,Romanticism,No Title Found,0,https://www.gutenberg.org/files/10148/10148-0.txt,601310
4397,The Forsyte Saga - Complete,"The Forsyte Saga, Complete",John Galsworthy,Modernism,Match,98,https://www.gutenberg.org/files/4397/4397-0.txt,2035708
2759,The Man In the Iron Mask,Unknown,Alexandre Dumas,Romanticism,No Title Found,0,https://www.gutenberg.org/files/2759/2759-0.txt,1016608
45512,Dangerous Connections,"Dangerous Connections, v. 1, 2, 3, 4",Choderlos de Laclos,Romanticism,Match,81,https://www.gutenberg.org/cache/epub/45512/pg45512.txt,806152
